Textbox8,tbToday
Instrument Table (Website),Report Generated: 9/29/2012

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Array,SubsiteID,Subsite,NodeType,Class,ClassAlternateName,ClassDescription,DataProducts,Relative_Depths__m_
CP,CP01CNSM,Pioneer Central Surface Mooring,RI (Mooring Riser),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,5 below sea surface 
CP,CP01CNSM,Pioneer Central Surface Mooring,RI (Mooring Riser),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Mean Point Water Velocity,5 below sea surface 
CP,CP01CNSM,Pioneer Central Surface Mooring,SB (Surface Buoy),FDCLP,Direct Covariance Flux (Low Power),Measures vertical fluxes associated with eddies in the flow over the ocean,Direct Covariance Flux of Heat; Direct Covariance Flux of Momentum; Direct Covariance Flux of Moisture; Turbulent Humidity Fluctuation; Platform Direction and Tilt (3 axes); Turbulent Air Temperature; Wind Velocity in 3 Dimensions ,~3 above sea surface 
CP,CP01CNSM,Pioneer Central Surface Mooring,SB (Surface Buoy),METBK,Bulk Meteorology Instrument Package,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum",Barometric Pressure; Sea Surface Conductivity; Downwelling Longwave Irradiance; Precipitation; Relative Humidity; Downwelling Shortwave Irradiance ; Specific Humidity; Air Temperature; Sea Surface Temperature; Mean Wind Velocity ,~3 above sea surface 
CP,CP01CNSM,Pioneer Central Surface Mooring,SB (Surface Buoy),PCO2A,pCO2 Air-Sea,Measures partial pressure of CO2 at the air-sea interface,Flux of CO2 from the Ocean into the Atmosphere; Partial Pressure of CO2 in Atmosphere; Partial Pressure of CO2 in Surface Sea Water; PCO2A Gas Stream Pressure; CO2 Mole Fraction in Atmosphere; CO2 Mole Fraction in Surface Sea Water ,Sea Surface 
CP,CP01CNSM,Pioneer Central Surface Mooring,SB (Surface Buoy),WAVSS,Surface Wave Spectra,"Non-directional and directional wave characteristics, SurfaceWave Spectra",Wave Spectral Properties,Sea Surface 
CP,CP01CNSP,Pioneer Central Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to 2 above bottom 
CP,CP01CNSP,Pioneer Central Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Oxygen Concentration from Stable DO Instrument,Sea surface to 2 above bottom 
CP,CP01CNSP,Pioneer Central Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to 2 above bottom 
CP,CP01CNSP,Pioneer Central Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,Sea surface to 2 above bottom 
CP,CP01CNSP,Pioneer Central Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Sea surface to 2 above bottom 
CP,CP01CNSP,Pioneer Central Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),Sea surface to 2 above bottom 
CP,CP01CNSP,Pioneer Central Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,Sea surface to 2 above bottom 
CP,CP01CNSP,Pioneer Central Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,Sea surface to 2 above bottom 
CP,CP01CNSP,Pioneer Central Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,Sea surface to 2 above bottom 
CP,CP02PMCI,Pioneer Central Inshore Profiler Mooring,RI (Mooring Riser),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Echo Intensity; Velocity Profile ,Bottom mount measures up to surface 
CP,CP02PMCI,Pioneer Central Inshore Profiler Mooring,WF (Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,15 below sea surface to near bottom 
CP,CP02PMCI,Pioneer Central Inshore Profiler Mooring,WF (Wire-Following Profiler),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Oxygen Concentration from Stable DO Instrument,15 below sea surface to near bottom 
CP,CP02PMCI,Pioneer Central Inshore Profiler Mooring,WF (Wire-Following Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,15 below sea surface to near bottom 
CP,CP02PMCI,Pioneer Central Inshore Profiler Mooring,WF (Wire-Following Profiler),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),15 below sea surface to near bottom 
CP,CP02PMCI,Pioneer Central Inshore Profiler Mooring,WF (Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,15 below sea surface to near bottom 
CP,CP02PMCO,Pioneer Central Offshore Profiler Mooring,RI (Mooring Riser),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Echo Intensity; Velocity Profile ,Bottom mount measures up to surface 
CP,CP02PMCO,Pioneer Central Offshore Profiler Mooring,WF (Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,15 below sea surface to near bottom 
CP,CP02PMCO,Pioneer Central Offshore Profiler Mooring,WF (Wire-Following Profiler),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Oxygen Concentration from Stable DO Instrument,15 below sea surface to near bottom 
CP,CP02PMCO,Pioneer Central Offshore Profiler Mooring,WF (Wire-Following Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,15 below sea surface to near bottom 
CP,CP02PMCO,Pioneer Central Offshore Profiler Mooring,WF (Wire-Following Profiler),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),15 below sea surface to near bottom 
CP,CP02PMCO,Pioneer Central Offshore Profiler Mooring,WF (Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,15 below sea surface to near bottom 
CP,CP02PMUI,Pioneer Upstream Inshore Profiler Mooring,RI (Mooring Riser),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Echo Intensity; Velocity Profile ,Bottom mount measures up to surface 
CP,CP02PMUI,Pioneer Upstream Inshore Profiler Mooring,WF (Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,15 below sea surface to near bottom 
CP,CP02PMUI,Pioneer Upstream Inshore Profiler Mooring,WF (Wire-Following Profiler),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Oxygen Concentration from Stable DO Instrument,15 below sea surface to near bottom 
CP,CP02PMUI,Pioneer Upstream Inshore Profiler Mooring,WF (Wire-Following Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,15 below sea surface to near bottom 
CP,CP02PMUI,Pioneer Upstream Inshore Profiler Mooring,WF (Wire-Following Profiler),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),15 below sea surface to near bottom 
CP,CP02PMUI,Pioneer Upstream Inshore Profiler Mooring,WF (Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,15 below sea surface to near bottom 
CP,CP02PMUO,Pioneer Upstream Offshore Profiler Mooring,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Bottom mount measures up to surface 
CP,CP02PMUO,Pioneer Upstream Offshore Profiler Mooring,WF (Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,15 below sea surface to near bottom 
CP,CP02PMUO,Pioneer Upstream Offshore Profiler Mooring,WF (Wire-Following Profiler),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Oxygen Concentration from Stable DO Instrument,15 below sea surface to near bottom 
CP,CP02PMUO,Pioneer Upstream Offshore Profiler Mooring,WF (Wire-Following Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,15 below sea surface to near bottom 
CP,CP02PMUO,Pioneer Upstream Offshore Profiler Mooring,WF (Wire-Following Profiler),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),15 below sea surface to near bottom 
CP,CP02PMUO,Pioneer Upstream Offshore Profiler Mooring,WF (Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,15 below sea surface to near bottom 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,MF (Multi-Function Node),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Echo Intensity; Velocity Profile ,Bottom mount measures up to surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,MF (Multi-Function Node),CTDBP,CTD Pumped,CTDs equiped with a bottom pump,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,2 above bottom 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,MF (Multi-Function Node),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,2 above bottom 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,MF (Multi-Function Node),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,2 above bottom 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,MF (Multi-Function Node),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,2 above bottom 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,MF (Multi-Function Node),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,2 above bottom 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,MF (Multi-Function Node),PRESF,Seafloor Pressure,Measures seafloor pressure,Seafloor Pressure,2 above bottom 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,MF (Multi-Function Node),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Mean Point Water Velocity,2 above bottom 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,MF (Multi-Function Node),ZPLSC,Bio-acoustic Sonar (Coastal),Measures acoustic signal of plankton and zooplankton on coastal arrays,Multi-Frequency Acoustic Backscatter,Mounted 2 above bottom measures up to surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,RI (Mooring Riser),CTDBP,CTD Pumped,CTDs equiped with a bottom pump,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,5 below sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,5 below sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,RI (Mooring Riser),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,5 below sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,RI (Mooring Riser),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,5 below sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,RI (Mooring Riser),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,5 below sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,5 below sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,RI (Mooring Riser),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,5 below sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,RI (Mooring Riser),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Mean Point Water Velocity,5 below sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,SB (Surface Buoy),FDCLP,Direct Covariance Flux (Low Power),Measures vertical fluxes associated with eddies in the flow over the ocean,Direct Covariance Flux of Heat; Direct Covariance Flux of Momentum; Direct Covariance Flux of Moisture; Turbulent Humidity Fluctuation; Platform Direction and Tilt (3 axes); Turbulent Air Temperature; Wind Velocity in 3 Dimensions ,~3 above sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,SB (Surface Buoy),METBK,Bulk Meteorology Instrument Package,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum",Barometric Pressure; Sea Surface Conductivity; Downwelling Longwave Irradiance; Precipitation; Relative Humidity; Downwelling Shortwave Irradiance ; Specific Humidity; Air Temperature; Sea Surface Temperature; Mean Wind Velocity ,~3 above sea surface 
CP,CP03ISSM,Pioneer Inshore Surface Mooring,SB (Surface Buoy),PCO2A,pCO2 Air-Sea,Measures partial pressure of CO2 at the air-sea interface,Flux of CO2 from the Ocean into the Atmosphere; Partial Pressure of CO2 in Atmosphere; Partial Pressure of CO2 in Surface Sea Water; PCO2A Gas Stream Pressure; CO2 Mole Fraction in Atmosphere; CO2 Mole Fraction in Surface Sea Water ,Sea Surface 
CP,CP03ISSP,Pioneer Inshore Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to 2 above bottom 
CP,CP03ISSP,Pioneer Inshore Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Oxygen Concentration from Stable DO Instrument,Sea surface to 2 above bottom 
CP,CP03ISSP,Pioneer Inshore Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to 2 above bottom 
CP,CP03ISSP,Pioneer Inshore Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,Sea surface to 2 above bottom 
CP,CP03ISSP,Pioneer Inshore Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Sea surface to 2 above bottom 
CP,CP03ISSP,Pioneer Inshore Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),Sea surface to 2 above bottom 
CP,CP03ISSP,Pioneer Inshore Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,Sea surface to 2 above bottom 
CP,CP03ISSP,Pioneer Inshore Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,Sea surface to 2 above bottom 
CP,CP03ISSP,Pioneer Inshore Surface-Piercing Profiler Mooring,SP (Surface-Piercing Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,Sea surface to 2 above bottom 
CP,CP04OSPM,Pioneer Offshore Profiler Mooring,WF (Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,15 below sea surface to near bottom 
CP,CP04OSPM,Pioneer Offshore Profiler Mooring,WF (Wire-Following Profiler),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Oxygen Concentration from Stable DO Instrument,15 below sea surface to near bottom 
CP,CP04OSPM,Pioneer Offshore Profiler Mooring,WF (Wire-Following Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,15 below sea surface to near bottom 
CP,CP04OSPM,Pioneer Offshore Profiler Mooring,WF (Wire-Following Profiler),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),15 below sea surface to near bottom 
CP,CP04OSPM,Pioneer Offshore Profiler Mooring,WF (Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,15 below sea surface to near bottom 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,MF (Multi-Function Node),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Bottom mount measures up to surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,MF (Multi-Function Node),CTDBP,CTD Pumped,CTDs equiped with a bottom pump,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,2 above bottom 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,MF (Multi-Function Node),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,2 above bottom 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,MF (Multi-Function Node),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,2 above bottom 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,MF (Multi-Function Node),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,2 above bottom 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,MF (Multi-Function Node),PRESF,Seafloor Pressure,Measures seafloor pressure,Seafloor Pressure,2 above bottom 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,MF (Multi-Function Node),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Mean Point Water Velocity,2 above bottom 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,MF (Multi-Function Node),ZPLSC,Bio-acoustic Sonar (Coastal),Measures acoustic signal of plankton and zooplankton on coastal arrays,Multi-Frequency Acoustic Backscatter,Mounted 2 above bottom measures 200 into the water column 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,RI (Mooring Riser),CTDBP,CTD Pumped,CTDs equiped with a bottom pump,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,5 below sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,5 below sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,RI (Mooring Riser),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,5 below sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,RI (Mooring Riser),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,5 below sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,RI (Mooring Riser),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,5 below sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,5 below sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,RI (Mooring Riser),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,5 below sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,RI (Mooring Riser),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Mean Point Water Velocity,5 below sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,SB (Surface Buoy),FDCLP,Direct Covariance Flux (Low Power),Measures vertical fluxes associated with eddies in the flow over the ocean,Direct Covariance Flux of Heat; Direct Covariance Flux of Momentum; Direct Covariance Flux of Moisture; Turbulent Humidity Fluctuation; Platform Direction and Tilt (3 axes); Turbulent Air Temperature; Wind Velocity in 3 Dimensions ,~3 above sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,SB (Surface Buoy),METBK,Bulk Meteorology Instrument Package,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum",Barometric Pressure; Sea Surface Conductivity; Downwelling Longwave Irradiance; Precipitation; Relative Humidity; Downwelling Shortwave Irradiance ; Specific Humidity; Air Temperature; Sea Surface Temperature; Mean Wind Velocity ,~3 above sea surface 
CP,CP04OSSM,Pioneer Offshore Surface Mooring,SB (Surface Buoy),PCO2A,pCO2 Air-Sea,Measures partial pressure of CO2 at the air-sea interface,Flux of CO2 from the Ocean into the Atmosphere; Partial Pressure of CO2 in Atmosphere; Partial Pressure of CO2 in Surface Sea Water; PCO2A Gas Stream Pressure; CO2 Mole Fraction in Atmosphere; CO2 Mole Fraction in Surface Sea Water ,Sea Surface 
CP,CP05MOAS,Pioneer Mobile Assets,AV (AUV),ADCPA,Velocity Profiler (short range) for mobile assets,ADCPs to be mounted on gliders and AUVs,Echo Intensity; Velocity Profile ,Sea surface to <= 600 
CP,CP05MOAS,Pioneer Mobile Assets,AV (AUV),CTDAV,CTD AUV,CTDs to be mounted on AUVs,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to <= 600 
CP,CP05MOAS,Pioneer Mobile Assets,AV (AUV),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea surface to <= 600 
CP,CP05MOAS,Pioneer Mobile Assets,AV (AUV),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to <= 600 
CP,CP05MOAS,Pioneer Mobile Assets,AV (AUV),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,Sea surface to <= 600 
CP,CP05MOAS,Pioneer Mobile Assets,AV (AUV),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),Sea surface to <= 600 
CP,CP05MOAS,Pioneer Mobile Assets,GL (Gliders),ADCPA,Velocity Profiler (short range) for mobile assets,ADCPs to be mounted on gliders and AUVs,Echo Intensity; Velocity Profile ,Sea surface to near seafloor or <= 1000 
CP,CP05MOAS,Pioneer Mobile Assets,GL (Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to near seafloor or <= 1000 
CP,CP05MOAS,Pioneer Mobile Assets,GL (Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea surface to near seafloor or <= 1000 
