__pk_jt_ScreenElement_ScreenElement_ID,_fk_Graphic_ID #override,Embedding Information Level,_fk_ScreenElement_ID #embedded,_fk_ScreenElement_ID #embedding,_fk_ScreenLabel_ID #override,Position,Data Path,Suggested Data Path,Data Path Description
"2360691","","0","2163912","2164183","","C01","unknown658","map_context_ooi (2164183): focal_resource.GeospatialBounds","The horizontal bounds of the ObservatorySite"
"2360693","","0","2164225","2164182","","B03","unknown512","focal_resource.GeospatialBounds","The vertical bounds of the Data Set"
"2360694","","0","2164080","2164182","","B05","unknown598","attribute_group_ooi",""
"2360697","","0","2161417","2164226","2090389","B01","unknown135","org.name","bounds of the primary, non-derived data products"
"2360699","","0","2164226","2163155","","G01","unknown807","N/A",""
"2360702","","0","2163829","2164229","2090389","B02","unknown413","attachment.content","image of last plot of the primary non-derived data products for this resource"
"2360703","","0","2164229","2163155","","G02","unknown896","N/A",""
"2360705","","0","2163829","2164230","2090389","B01","unknown242","attachment.content","primary, non-derived dataproduct sfor this resource"
"2360706","","0","2163829","2164231","","B01","unknown243","attachment.content","parameters that contain actual measured data values"
"2360707","","0","2164231","2163155","","G02","unknown898","N/A",""
"2360708","","0","2164233","2163011","2090858","T05","type_","table_ooi (2163011): event_type.name",""
"2360709","","0","2164153","2164151","","B01","unknown293","N/A",""
"2360710","","0","2161443","2164151","2090389","B02","resource.name","resource.name",""
"2360711","","0","2164237","2164236","","B01","unknown297","N/A",""
"2360712","","0","2161398","2164236","2090389","B02","unknown371","resource.name",""
"2360714","","0","2164288","2164236","","B10","unknown627","image_ooi",""
"2360715","","0","2164289","2164236","","B11","unknown634","image_ooi",""
"2360716","","0","2164291","2164236","","B12","unknown638","image_ooi",""
"2360717","","0","2163985","2164249","","B01","unknown274","N/A",""
"2360718","","0","2161399","2164249","2090389","B02","resource.name","resource.name",""
"2360719","","0","2161153","2164249","2090389","B05","unknown532","resource.lcstate",""
"2360720","","0","2164249","2163133","","G01","unknown810","N/A",""
"2360721","","0","2164238","2164250","","B01","unknown298","N/A",""
"2360722","","0","2161420","2164250","2090389","B02","unknown378","external_data_provider.name",""
"2360723","","0","2161094","2164250","2090389","B05","unknown529","external_data_provider.lcstate",""
"2360725","","0","2164243","2164251","","B01","unknown299","N/A",""
"2360726","","0","2163891","2164251","2090389","B02","resource.contact.individual_names_given","contact_information.individual_names_given",""
"2360727","","0","2164251","2163133","","G01","unknown812","N/A",""
"2360728","","0","2164252","2163083","","T04","type_","table_ooi (2163083): resource.type_",""
"2360735","","0","2164129","2163852","","B01","data_process_definitions","table_ooi",""
"2360737","","0","2163609","2164253","","M01","unknown1081","map_ooi (2164253): focal_resource.GeospatialBounds","The smallest of the Observatory Site or Subsite with which the resource is associated"
"2360738","","0","2164159","2164253","","M02","unknown1085","list_ooi",""
"2360739","","0","2164253","2164154","","B01","unknown300","map_ooi","associated Devices and Data Products "
"2360740","","0","2164253","2164162","","B01","unknown301","map_ooi","associated Devices and Data Products"
"2360741","","0","2164253","2164172","","B01","unknown302","map_ooi","associated Devices and Data Products "
"2360742","","0","2164129","2163119","","B01","data_processes","table_ooi","the data processes that were used to produce this data product"
"2360743","","0","2163119","2163136","2090440","G01","unknown713","N/A",""
"2360744","","0","2163053","2163864","","B01","process_input_data_products","table_ooi","data products that were used as inputs for this data product"
"2360745","","0","2164033","2164261","","B01","computed.parameters.value","table_ooi",""
"2360755","","0","2161075","2164069","2090389","B06","resource.lcstate","device.lcstate",""
"2360757","","0","2161119","2164151","2090389","B05","resource.lcstate","resource.lcstate",""
"2360759","","0","2161082","2164152","2090389","B05","resource.lcstate","resource.lcstate",""
"2360761","","0","2161075","2164236","2090389","B07","unknown523","resource.lcstate",""
"2360763","","0","2164290","2164236","","B09","unknown616","image_ooi",""
"2360768","","0","2163011","2164263","","B02","unknown393","table_ooi",""
"2360769","","0","2164263","2163126","","G01","unknown814","N/A",""
"2360771","","0","2163011","2164264","","B02","unknown394","table_ooi",""
"2360787","","1","2164272","2164268","","G01","unknown820","N/A",""
"2360789","","1","2164276","2164268","","G02","unknown900","N/A",""
"2360790","","1","2164275","2164268","","G02","unknown899","N/A",""
"2360792","","1","2164280","2164268","","G03","unknown944","N/A",""
"2360793","","1","2164281","2164268","","G03","unknown945","N/A",""
"2360795","","1","2164285","2164268","","G04","unknown1008","N/A",""
"2360796","","1","2164286","2164268","","G04","unknown1009","N/A",""
"2360797","","0","2164092","2164553","","G01","unknown_0797","N/A",""
"2360798","","0","2164246","2164288","","I01","computed.communications_status_roll_up.value","image_ooi (2164288): device.communications_status_roll_up",""
"2360799","","0","2164247","2164289","","I01","computed.data_status_roll_up.value","image_ooi (2164289): device.data_status_roll_up",""
"2360800","","0","2164245","2164290","","I01","computed.power_status_roll_up.value","image_ooi (2164290): device.power_status_roll_up",""
"2360801","","0","2164248","2164291","","I01","computed.location_status_roll_up.value","image_ooi (2164291): device.location_status_roll_up",""
"2360803","","","2164376","2163153","","V02","unknown1286","N/A",""
"2360804","","0","2164380","2163153","","V03","unknown1287","N/A",""
"2360805","","0","2163002","2164382","","B01","unknown165","table_ooi",""
"2360806","","1","2163935","2164382","","B02","unknown422","chart_ooi",""
"2360810","","1","2163072","2164376","","G01","unknown699","N/A",""
"2360815","","0","2163328","2163117","","A02","product_download_size_estimated.value","attribute_group_ooi (2163117): computed.product_download_size_estimated",""
"2360816","","0","2164346","2164861","","B01","computed.data_url.value","computed.data_url",""
"2360817","","0","2163581","2163092","","B01","resource.acknowledgement","resource.acknowledgement",""
"2360818","","2","2164367","2164006","","B03","resource.auxiliary_identifier","resource.auxiliary_identifier",""
"2360819","","2","2164366","2164006","","B02","resource.auxiliary_name","resource.auxiliary_name",""
"2360820","","0","2164372","2163031","","B06","computed.uptime.value","resource.uptime",""
"2360821","","0","2164340","2163063","","B06","computed.uptime.value","computed.uptime",""
"2360822","","2","2163133","2163157","","V00","unknown1258","N/A",""
"2360823","","0","2163123","2163157","","V01","unknown1262","N/A",""
"2360824","","0","2164395","2164236","","B06","unknown567","computed.uptime",""
"2360827","","0","2164341","2163088","","B08","resource.data_ingestion_datetime","computed.data_ingestion_datetime",""
"2360828","","0","2163327","2163117","","A03","stored_data_size.value","attribute_group_ooi (2163117): computed.stored_data_size",""
"2360829","","0","2163884","2164399","","L01","unknown1062","attribute_group_ooi",""
"2360830","","0","2163117","2164400","","B02","computed","attribute_group_ooi",""
"2360831","","0","2164400","2163125","","G02","unknown947","N/A",""
"2360832","","0","2163117","2164403","","B01","unknown208","attribute_group_ooi","primary, non-derived dataproduct for this resource"
"2360835","","0","2163117","2164404","","B01","unknown209","attribute_group_ooi","primary, non-derived engineering dataproduct for this resource"
"2360836","","0","2164298","2164407","","B01","resource.comment","resource.comment",""
"2360838","","0","2163582","2164408","","B01","computed.active_user_subscriptions.value","computed.active_user_subscriptions",""
"2360839","","0","2164303","2164408","","B02","computed.number_active_subscriptions.value","computed.number_active_subscriptions",""
"2360840","","0","2164306","2164408","","B03","computed.past_user_subscriptions.value","computed.past_user_subscriptions",""
"2360841","","0","2164408","2163125","","G04","unknown1011","N/A",""
"2360842","","0","2164409","2164009","","B02","unknown445","N/A",""
"2360843","","0","2164410","2164009","","B04","unknown_0843","N/A",""
"2360844","","0","2164409","2164023","","B02","unknown515","N/A",""
"2360845","","0","2164410","2164023","","B04","unknown559","N/A",""
"2360846","","0","2164409","2162999","","B02","unknown446","N/A",""
"2360847","","0","2164410","2162999","","B04","unknown560","N/A",""
"2360848","","0","2164409","2163035","","B02","unknown447","N/A",""
"2360849","","0","2164410","2163035","","B04","unknown561","N/A",""
"2360850","","0","2164409","2163049","","B02","unknown454","N/A",""
"2360851","","0","2164410","2163049","","B04","unknown569","N/A",""
"2360852","","0","2164409","2163090","","B02","unknown448","N/A",""
"2360853","","0","2164410","2163090","","B04","unknown568","N/A",""
"2360854","","0","2164409","2163102","","B02","unknown_0854","N/A",""
"2360855","","0","2164410","2163102","","B04","unknown_0855","N/A",""
"2360856","","0","2164409","2164066","","B02","unknown455","N/A",""
"2360857","","0","2164410","2164066","","B04","unknown570","N/A",""
"2360858","","0","2164409","2164088","","B02","unknown451","N/A","primary_contact for the site"
"2360859","","0","2164410","2164088","","B04","unknown571","N/A",""
"2360860","","0","2164409","2164112","","B02","unknown452","N/A",""
"2360861","","0","2164410","2164112","","B04","unknown564","N/A",""
"2360862","","0","2164409","2164180","","B02","unknown453","N/A",""
"2360863","","0","2164410","2164180","","B04","unknown565","N/A",""
"2360864","","0","2160903","2164029","","B02","unknown361","resource.reference_urls",""
"2360865","","0","2163380","2163040","2090112","B01","resource.reference_urls","resource.reference_urls",""
"2360867","","0","2163326","2163048","","B01","resource.url","resource.url",""
"2360868","","0","2163593","2164423","","B01","unknown237","resource.dataset_path",""
"2360869","","0","2160355","2164423","","B03","unknown460","resource.dataset_description",""
"2360870","","0","2164364","2164423","","B02","unknown443","external_dataset_model.dataset_type",""
"2360871","","0","2162822","2164423","","B05","unknown581","resource.update_description",""
"2360873","","0","2163376","2163004","2090600","B02","resource.reference_urls","resource.reference_urls",""
"2360875","","2","2163335","2164854","","B01","resource.hardware_version","resource.hardware_version",""
"2360876","","2","2164296","2164854","","B09","instrument_model.required_on_time","instrument_model.required_on_time",""
"2360877","","1","2163849","2164425","","G04","unknown995","N/A",""
"2360878","","1","2163868","2164425","","G04","unknown999","N/A",""
"2360880","","1","2163045","2164426","","G01","unknown685","N/A",""
"2360881","","1","2163014","2164426","","G01","unknown677","N/A",""
"2360883","","1","2164428","2163153","","V03","unknown1302","N/A",""
"2360884","","1","2164429","2163153","","V03","unknown1303","N/A",""
"2360885","","1","2163850","2164554","","G01","unknown731","N/A",""
"2360887","","2","2164368","2164079","","B06","resource.environment","site.environment",""
"2360888","","0","2164304","2163790","2090389","B05","computed.operational_state.value","computed.operational_state",""
"2360895","","0","2164253","2164432","","B01","unknown303","map_ooi","associated Devices and DataProducts "
"2360896","","0","2163083","2164432","","B02","unknown400","table_ooi","associated Devices and DataProducts - filters and selections in table affect map"
"2360897","","0","2164432","2164155","","G01","unknown822","N/A",""
"2360899","","0","2163083","2164433","","B02","unknown401","table_ooi","the resources in the network grsph"
"2360900","","0","2164433","2164176","","G01","unknown823","N/A",""
"2360901","","0","2164436","2164434","","B01","unknown307","N/A",""
"2360902","","0","2164434","2164435","","G02","unknown903","N/A",""
"2360903","","0","2163126","2163157","","V03","unknown1305","N/A",""
"2360904","","0","2163352","2163018","","B01","platform_model.width","platform_model.width",""
"2360905","","0","2163349","2163018","","B03","platform_model.length","platform_model.length",""
"2360906","","0","2163348","2163018","","B02","platform_model.height","platform_model.height",""
"2360907","","0","2162985","2163018","","B04","platform_model.weight","platform_model.weight",""
"2360908","","0","2162966","2164442","","B01","unknown151","device_model.voltage",""
"2360909","","0","2162972","2164442","","B02","unknown389","device_model.wattage",""
"2360910","","0","2162968","2163019","","B01","platform_model.voltage","platform_model.voltage",""
"2360912","","0","2163481","2164444","","B01","unknown228","table_ooi",""
"2360916","","1","2163860","2164447","","G01","unknown740","N/A",""
"2360917","","0","2164253","2164448","","B01","unknown304","map_ooi",""
"2360918","","0","2163083","2164448","","B02","unknown402","table_ooi",""
"2360919","","0","2164448","2164155","","G01","unknown825","N/A",""
"2360921","","0","2163083","2164449","","B02","unknown403","table_ooi",""
"2360922","","0","2164449","2164176","","G01","unknown826","N/A",""
"2360923","","0","2164436","2164450","","B01","unknown308","N/A",""
"2360924","","0","2164450","2164435","","G02","unknown906","N/A",""
"2360926","","0","2164436","2164451","","B01","unknown309","N/A",""
"2360927","","0","2164436","2164452","","B01","unknown310","N/A",""
"2360928","","0","2164452","2164435","","G02","unknown908","N/A",""
"2360929","","0","2164439","2164454","","B01","unknown313","N/A",""
"2360931","","0","2163481","2164457","","B01","attachments","table_ooi",""
"2360932","","0","2164457","2164031","","G01","unknown827","N/A",""
"2360939","","1","2163864","2164035","","G04","unknown996","N/A",""
"2360940","","0","2164439","2164467","","B01","unknown317","N/A",""
"2360941","","0","2164467","2164437","","G03","unknown959","N/A",""
"2360942","","0","2164468","2164437","","G03","unknown960","N/A",""
"2360943","","0","2164439","2164468","","B01","unknown318","N/A",""
"2360944","","0","2163864","2163135","","G04","unknown997","N/A",""
"2360945","","1","2164111","2164470","","G03","unknown940","N/A",""
"2360946","","1","2164470","2163153","","V02","unknown1288","N/A",""
"2360947","","1","2164471","2163153","","V02","unknown1289","N/A",""
"2360949","","0","2162493","2163995","","B02","unknown387","resource.ts_created",""
"2360950","","0","2164473","2164437","","G03","unknown961","N/A",""
"2360951","","0","2164439","2164473","","B01","unknown319","N/A",""
"2360953","","2","2160324","2163884","","A07","country","attribute_group_ooi (2163884): contact_information.country",""
"2360954","","0","2161634","2163057","","B01","number_of_data_products","observatory.number_data_sets",""
"2360960","","0","2163052","2164474","","B01","platforms_not_deployed","table_ooi","platforms the org has but that are not deployed"
"2360961","","0","2164475","2163130","","G01","unknown830","N/A",""
"2360962","","1","2164475","2164447","","G01","unknown831","N/A",""
"2360963","","0","2163024","2164475","","B01","instruments","table_ooi","instruments deployed in the org"
"2360965","","0","2164661","2164476","","B01","open_requests","table_ooi",""
"2360966","","0","2164477","2163062","","B01","members","table_ooi",""
"2360967","","0","2164439","2164481","","B01","unknown320","N/A",""
"2360968","","0","2164015","2163064","","B03","resource.contact.organization_name","contact_information.organization_name",""
"2360969","","0","2164484","2164007","","B06","unknown456","focal_resource.TemporalBounds","The temporal bounds of the Deployment"
"2360970","","0","2163057","2164485","","G01","unknown689","N/A",""
"2360971","","0","2164487","2163152","","V05","unknown_0971","N/A",""
"2360972","","0","2164643","2164490","","B01","sites","table_ooi","observatory sites"
"2360973","","0","2164491","2164488","","G02","unknown911","N/A",""
"2360974","","0","2161397","2164492","","T10","name","text_short_ooi",""
"2360975","","0","2164366","2164492","","T11","auxiliary_name","text_short_ooi",""
"2360976","","2","2164367","2164492","","T12","unknown1229","text_short_ooi",""
"2360977","","0","2163890","2163064","","B02","resource.contact.individual_name_family","contact_information.individual_name_family",""
"2360978","","0","2163890","2164477","","T02","contact.individual_name_family","table_ooi (2164477): contact_information.individual_name_family",""
"2360979","","0","2163891","2164477","","T03","contact.individual_names_given","table_ooi (2164477): contact_information.individual_names_given",""
"2360980","","0","2164015","2164477","","T04","contact.organization_name","table_ooi (2164477): contact_information.organization_name",""
"2360981","","0","2163884","2164493","","L01","unknown1063","attribute_group_ooi",""
"2360986","","0","2164498","2163078","2090778","B03","unknown516","N/A",""
"2360991","","0","2164504","2163085","","B01","unknown323","N/A",""
"2360992","","0","2164505","2163085","","B04","unknown573","N/A",""
"2360993","","2","2162603","2164006","","B07","resource.ts_updated","resource.ts_updated",""
"2360994","","0","2161419","2164178","","B01","unknown139","resource.name",""
"2360995","","0","2164507","2164182","","B02","unknown459","focal_resource.GeospatialBounds",""
"2360996","","0","2164289","2164102","","B08","computed.data_status_roll_up.value","image_ooi",""
"2360997","","0","2164516","2164031","","G01","unknown836","N/A",""
"2360998","","0","2163481","2164516","","B01","attachments","table_ooi",""
"2360999","","0","2163481","2164517","","B01","attachments","table_ooi",""
"2361000","","0","2164517","2164031","","G01","unknown837","N/A",""
"2361001","","0","2163053","2164519","","B01","data_products","table_ooi","data products produced from this site"
"2361002","","0","2164519","2163135","","G01","unknown_1002","N/A",""
"2361003","","0","2163053","2164520","","B01","unknown202","table_ooi",""
"2361004","","0","2164522","2164488","","G01","unknown_1004","N/A",""
"2361011","","2","2160391","2163024","","T14","unknown1246","table_ooi (2163024): instrument_device.description",""
"2361012","","0","2160415","2164492","","T13","description","text_extended_ooi",""
"2361013","","2","2161237","2164064","","B03","resource.manufacturer_url","resource.manufacturer_url",""
"2361014","","0","2161447","2164064","","B01","resource.name","resource.name",""
"2361015","","0","2163011","2164524","","B01","computed.recent_events.value","table_ooi",""
"2361016","","0","2164524","2163126","","G01","unknown845","N/A",""
"2361017","","0","2164622","2163084","2090771","B01","resource.contact.email","contact_information.email","preferred email contact"
"2361018","","0","2163481","2164525","","B01","unknown232","table_ooi",""
"2361020","","0","2160393","2164129","","T06","description","table_ooi (2164129): data_process.description",""
"2361022","","0","2161153","2163083","","T09","lcstate","table_ooi (2163083): resource.lcstate",""
"2361024","","0","2160465","2163993","","T09","description","table_ooi (2163993): resource.description",""
"2361025","","2","2162532","2163993","","T10","unknown1219","table_ooi (2163993): resource.ts_created",""
"2361026","","0","2162654","2163993","","T11","ts_updated","table_ooi (2163993): resource.ts_updated",""
"2361027","","2","2162632","2163079","","T11","ts_updated","table_ooi (2163079): user_role.ts_updated",""
"2361028","","2","2161131","2163079","","T12","lcstate","table_ooi (2163079): user_role.lcstate",""
"2361033","","2","2162532","2163079","","T10","unknown1193","table_ooi (2163079): resource.ts_created",""
"2361035","","1","2164530","2163867","","T04","unknown3565","table_ooi (2163867): sensor_device.communications_status_roll_up",""
"2361038","","2","2162469","2163867","","T12","unknown1223","table_ooi (2163867): sensor_device.ts_created",""
"2361041","","2","2163952","2164033","","T15","unknown1207","table_ooi (2164033): parameter.fill_value",""
"2361052","","0","2164541","2164159","","L01","unknown1067","map_ooi (2164253):list_ooi (2164159): computed.geospatial_point",""
"2361054","","0","2163011","2164545","","B01","computed.recent_events.value","table_ooi","command events only"
"2361055","","0","2160924","2163016","","B05","platform_model.ci_onboard","platform_model.ci_onboard",""
"2361056","","1","2164549","2163132","","G05","unknown1032","N/A",""
"2361057","","1","2164550","2164137","","G05","unknown1033","N/A",""
"2361059","","0","2164228","2163155","","G02","unknown895","N/A",""
"2361060","","0","2164555","2163927","","C02","unknown665","N/A",""
"2361061","","0","2164539","2163927","","C02","unknown663","N/A",""
"2361063","","0","2164440","2164556","","G01","unknown824","N/A",""
"2361064","","0","2164075","2164555","","G01","unknown767","N/A",""
"2361065","","0","2163890","2164251","2090389","B03","resource.contact.individual_name_family","contact_information.individual_name_family",""
"2361066","","1","2164557","2163153","","V07","unknown1325","N/A",""
"2361068","","0","2164261","2164647","","G02","unknown1029","N/A",""
"2361069","","0","2164291","2164102","","B09","computed.location_status_roll_up.value","image_ooi",""
"2361070","","0","2164560","2164509","","I01","unknown3574","table_ooi (2164614):icon_ooi (2164509): site.communications_status_roll_up",""
"2361071","","0","2164561","2164510","","I01","unknown3575","table_ooi (2164643):icon_ooi (2164510): site.data_status_roll_up",""
"2361072","","0","2164562","2164513","","I01","unknown3576","table_ooi (2164614):icon_ooi (2164513): site.location_status_roll_up",""
"2361073","","0","2164559","2164515","","I01","unknown3577","table_ooi (2164614):icon_ooi (2164515): site.power_status_roll_up",""
"2361074","","1","2164092","2164554","","G01","unknown_1074","N/A",""
"2361075","","0","2164090","2164447","","G01","unknown_1075","N/A",""
"2361076","","1","2164519","2164035","","G01","unknown_1076","N/A",""
"2361079","","1","2164096","2164557","","G01","unknown_1079","N/A",""
"2361080","","0","2164290","2163565","","B07","computed.power_status_roll_up.value","image_ooi","observatory site for this org"
"2361081","","0","2164288","2163565","","B08","computed.communications_status_roll_up.value","image_ooi","observatory site for this org"
"2361082","","0","2164289","2163565","","B09","computed.data_status_roll_up.value","image_ooi","observatory site for this org"
"2361083","","0","2164291","2163565","","B10","computed.location_status_roll_up.value","image_ooi","observatory site for this org"
"2361084","","1","2164263","2164557","","G01","unknown815","N/A",""
"2361085","","1","2164127","2164557","","G01","unknown783","N/A",""
"2361086","","1","2163096","2164557","","G01","unknown705","N/A",""
"2361088","","1","2163866","2164557","","G01","unknown744","N/A",""
"2361089","","1","2163050","2164557","","G01","unknown688","N/A",""
"2361090","","1","2163043","2164557","","G01","unknown683","N/A",""
"2361091","","0","2163043","2164435","","G01","unknown684","N/A",""
"2361092","","0","2163866","2164435","","G01","unknown745","N/A",""
"2361093","","0","2163786","2164435","","G01","unknown723","N/A",""
"2361095","","1","2164568","2163153","","V05","unknown1320","N/A",""
"2361096","","1","2163062","2164568","","G01","unknown693","N/A",""
"2361098","","1","2163852","2163878","","G01","unknown733","N/A",""
"2361099","","0","2163853","2164570","2090787","G01","unknown734","N/A",""
"2361100","","1","2163853","2164571","","G01","unknown735","N/A","policies the org owns that affect its assets"
"2361101","","1","2164571","2163153","","V05","unknown1321","N/A",""
"2361102","","1","2163057","2164573","","G01","unknown690","N/A",""
"2361103","","1","2164573","2163153","","V02","unknown1296","N/A",""
"2361106","","0","2164574","2163121","","B01","unknown339","table_ooi",""
"2361107","","0","2163385","2164574","","T03","unknown1110","table_ooi (2164574): data_product_version.name",""
"2361108","","0","2163389","2164574","","T02","unknown1096","table_ooi (2164574): data_product_version.ts_updated",""
"2361109","","0","2163382","2164574","","T04","unknown1128","table_ooi (2164574): data_product_version.description",""
"2361110","","2","2163388","2164574","","T05","unknown1152","table_ooi (2164574): data_product_version.ts_created",""
"2361111","","0","2164577","2163152","","V02","unknown1264","N/A",""
"2361112","","0","2164579","2164577","","G01","unknown852","N/A",""
"2361113","","0","2164132","2164579","","B01","data_products","table_ooi","outputs produced by this dataprocessdefinition"
"2361114","","1","2164579","2164578","","G01","unknown853","N/A",""
"2361115","","1","2164578","2163153","","V02","unknown1265","N/A",""
"2361116","","1","2163864","2164580","","G01","unknown742","N/A",""
"2361117","","0","2163573","2163155","","G03","unknown926","N/A",""
"2361118","","0","2164549","2163155","","G03","unknown962","N/A",""
"2361119","","0","2163030","2163155","","G03","unknown917","N/A",""
"2361121","","0","2164551","2163155","","G03","unknown964","N/A",""
"2361122","","0","2161453","2164217","2090389","B01","unknown146","observatory.name","bounds containing the devices in this resource"
"2361123","","0","2161416","2164216","2090389","B01","unknown122","site.name",""
"2361124","","0","2164582","2163155","2090389","G02","unknown913","N/A",""
"2361125","","0","2163829","2164582","2090389","B01","unknown244","attachment.content","image of last plot of the primary non-derived data products for this resource"
"2361126","","0","2162086","2164584","","T01","unknown1093","table_ooi (2164584): instrument_device.power_status_roll_up",""
"2361127","","0","2160307","2164584","","T02","unknown1101","table_ooi (2164584): instrument_device.communications_status_roll_up",""
"2361128","","0","2160344","2164584","","T03","unknown1118","table_ooi (2164584): instrument_device.data_status_roll_up",""
"2361129","","0","2161198","2164584","","T04","unknown1141","table_ooi (2164584): instrument_device.location_status_roll_up",""
"2361130","","0","2163330","2164585","","T01","unknown1095","table_ooi (2164585): platform_device.power_status_roll_up",""
"2361131","","0","2163331","2164585","","T02","unknown1109","table_ooi (2164585): platform_device.communications_status_roll_up",""
"2361132","","0","2163332","2164585","","T03","unknown1127","table_ooi (2164585): platform_device.data_status_roll_up",""
"2361133","","0","2163333","2164585","","T04","unknown1151","table_ooi (2164585): platform_device.location_status_roll_up",""
"2361135","","0","2164530","2164586","","T02","unknown3578","table_ooi (2164586): sensor_device.communications_status_roll_up",""
"2361138","","0","2161395","2164584","","T07","unknown1190","table_ooi (2164584): instrument_device.name",""
"2361139","","0","2160391","2164584","","T08","unknown1200","table_ooi (2164584): instrument_device.description",""
"2361140","","0","2161396","2164585","","T07","unknown1191","table_ooi (2164585): platform_device.name",""
"2361141","","0","2160392","2164585","","Ti8","unknown1254","table_ooi (2164585): platform_device.description",""
"2361142","","0","2161394","2164586","","T07","unknown1189","table_ooi (2164586): sensor_device.name",""
"2361143","","0","2160407","2164586","","T08","unknown1201","table_ooi (2164586): sensor_device.description",""
"2361146","","0","2161410","2164587","","T05","unknown1164","table_ooi (2164587): data_product.name",""
"2361147","","0","2160336","2164587","","T03","unknown1117","table_ooi (2164587): data_product.processing_level_code",""
"2361148","","0","2160337","2164587","","T04","unknown1135","table_ooi (2164587): data_product.quality_control_level",""
"2361149","","0","2160400","2164587","","T06","unknown1173","table_ooi (2164587): data_product.description",""
"2361152","","2","2161426","2164588","","T03","unknown1122","text_short_ooi",""
"2361153","","2","2160475","2164588","","T04","unknown1140","text_extended_ooi",""
"2361154","","0","2164590","2163927","","C02","unknown667","N/A",""
"2361155","","0","2164584","2164075","","B01","unknown340","table_ooi","instruments in this platform"
"2361156","","0","2164584","2164091","","B01","unknown341","table_ooi","instruments in this site"
"2361157","","0","2164585","2164094","","B01","unknown344","table_ooi",""
"2361158","","0","2164586","2164440","","B01","unknown347","table_ooi",""
"2361159","","0","2164585","2164594","","B01","unknown345","table_ooi",""
"2361160","","0","2164594","2164539","","G01","unknown854","N/A",""
"2361161","","0","2164588","2164596","","B01","unknown354","table_ooi",""
"2361162","","0","2164596","2164589","","G01","unknown855","N/A",""
"2361163","","0","2164541","2164598","","L01","unknown1068","map_ooi (2163817):list_ooi (2164598): data_product.geospatial_point",""
"2361164","","0","2164598","2163817","","M01","unknown1082","list_ooi",""
"2361165","","0","2161410","2164160","","L01","unknown1056","list_ooi (2164160): data_product.name",""
"2361167","","0","2161417","2163821","","T04","unknown1142","list_ooi (2163910):tile_ooi (2163821): org.name","org to which the resource belongs"
"2361168","","0","2163919","2163824","","T03","unknown1131","list_ooi (2163900):tile_ooi (2163824): event.description",""
"2361169","","0","2161399","2163845","","L03","unknown1075","list_ooi (2163845): resource.name",""
"2361170","","0","2163829","2164228","","B01","unknown245","attachment.content","image of last plot of the primary non-derived data products for this resource"
"2361171","","0","2164586","2164595","","B01","unknown348","table_ooi",""
"2361172","","0","2164584","2164095","","B01","unknown342","table_ooi","instruments in this deployment"
"2361173","","0","2164584","2163855","","B01","unknown343","table_ooi","instruments in this org"
"2361174","","0","2164585","2164593","","B01","unknown346","table_ooi",""
"2361175","","0","2164587","2164602","","B01","unknown349","table_ooi","primary non-derived data products for this org"
"2361176","","0","2164602","2164590","","G01","unknown856","N/A",""
"2361177","","0","2164603","2164590","","G01","unknown857","N/A",""
"2361178","","0","2164587","2164603","","B01","unknown350","table_ooi","primary non-derived data products for this resource"
"2361179","","0","2164587","2164604","","B01","unknown351","table_ooi","primary non-derived data products for this resource"
"2361180","","0","2164605","2164590","","G01","unknown859","N/A",""
"2361181","","0","2164587","2164605","","B01","unknown352","table_ooi","primary non-derived data products for this resource"
"2361182","","0","2164606","2164590","","G01","unknown860","N/A",""
"2361183","","0","2164587","2164606","","B01","unknown353","table_ooi","primary non-derived data products for this resource"
"2361184","","0","2164550","2163155","","G03","unknown963","N/A",""
"2361186","","0","2164612","2163155","","G03","unknown971","N/A",""
"2361187","","0","2164613","2163155","","G03","unknown972","N/A",""
"2361188","","0","2163064","2163155","","G01","unknown697","N/A",""
"2361189","","0","2163074","2163155","","G02","unknown870","N/A",""
"2361190","","0","2164515","2164614","","T01","unknown3579","table_ooi (2164614): site.power_status_roll_up",""
"2361191","","0","2164509","2164614","","T02","unknown3581","table_ooi (2164614): site.communications_status_roll_up",""
"2361192","","0","2164509","2164614","","T03","unknown3581","table_ooi (2164614): site.communications_status_roll_up",""
"2361193","","0","2164513","2164614","","T04","unknown3582","table_ooi (2164614): site.location_status_roll_up",""
"2361194","","0","2161416","2164614","","T05","name","table_ooi (2164614): site.name",""
"2361195","","0","2160406","2164614","","T06","unknown1174","table_ooi (2164614): site.description",""
"2361196","","0","2164616","2163927","","C02","unknown668","N/A",""
"2361197","","0","2164614","2164615","","B01","unknown355","table_ooi",""
"2361198","","0","2164615","2164616","","G01","unknown861","N/A",""
"2361202","","0","2161397","2164617","","T04","unknown1161","table_ooi (2164617): deployment.name",""
"2361203","","0","2160415","2164617","","T05","unknown1175","table_ooi (2164617): deployment.description",""
"2361204","","0","2164618","2164619","","G01","unknown862","N/A",""
"2361205","","0","2164619","2163927","","C02","unknown669","N/A",""
"2361206","","0","2164617","2164618","","B01","unknown356","table_ooi",""
"2361207","","0","2163817","2164620","","B01","unknown240","map_ooi",""
"2361208","","0","2164160","2164620","","B02","unknown435","list_ooi",""
"2361209","","0","2163816","2164620","","B03","unknown487","extent_temporal_ooi","slider portion of Temporal Extent widget only"
"2361210","","0","2163818","2164620","","B04","unknown544","table_ooi","products  that are sorted by the recency slider"
