Textbox8,tbToday
Subseries Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Series,Subseries,Subseries_Name,Attribute,AttributeValue
FLORT,N,01,FLORT Series N Sub 01,Instrument Configuration,"WET Labs ECO Triplet (700 nm backscatter, 370/640 nm CDOM, 470/695 Chl)"
FLORT,N,01,FLORT Series N Sub 01,Link to the Specification,
FLORT,N,01,FLORT Series N Sub 01,Notes,
FLORT,N,01,FLORT Series N Sub 01,PrimaryScienceDiscipline,B
FLORT,N,01,FLORT Series N Sub 01,Produces Acoustic Interference,
FLORT,N,01,FLORT Series N Sub 01,Ready for 2013?,
FLORT,N,01,FLORT Series N Sub 01,RSN O&M Spares,
FLORT,N,01,FLORT Series N Sub 01,RSN Part Number,
FLORT,N,01,FLORT Series N Sub 01,Susceptible to Acoustic Interference,
FLORT,N,01,FLORT Series N Sub 01,"Vendor CLIN, SubCLIN or Model #",
HPIES,A,01,HPIES Series A Sub 01,2009 Baseline Price*,
HPIES,A,01,HPIES Series A Sub 01,2009 Deployed Instrument Count,2
HPIES,A,01,HPIES Series A Sub 01,Alternate Instrument Class Name,"Horizontal Electric Field, Pressure and Inverted Echo Sounder"
HPIES,A,01,HPIES Series A Sub 01,CE Spares,
HPIES,A,01,HPIES Series A Sub 01,CGSN MREFC Spares,
HPIES,A,01,HPIES Series A Sub 01,CGSN O&M Spares,
HPIES,A,01,HPIES Series A Sub 01,CGSN P/N,
HPIES,A,01,HPIES Series A Sub 01,ClassLongName,IES_pressure_velocity
HPIES,A,01,HPIES Series A Sub 01,Comments,
HPIES,A,01,HPIES Series A Sub 01,CP Spares,
HPIES,A,01,HPIES Series A Sub 01,Description,"Horizontal electric field, pressure, inverted echo sounder for: water column integration of velocity, acoustic travel time, pressure, water column structure"
HPIES,A,01,HPIES Series A Sub 01,ECRs that changed the count,
HPIES,A,01,HPIES Series A Sub 01,Global Spares,
HPIES,A,01,HPIES Series A Sub 01,Instrument Configuration,
HPIES,A,01,HPIES Series A Sub 01,Link to the Specification,
HPIES,A,01,HPIES Series A Sub 01,Notes,
HPIES,A,01,HPIES Series A Sub 01,PrimaryScienceDiscipline,P
HPIES,A,01,HPIES Series A Sub 01,Produces Acoustic Interference,
HPIES,A,01,HPIES Series A Sub 01,Ready for 2013?,
HPIES,A,01,HPIES Series A Sub 01,RSN O&M Spares,1
HPIES,A,01,HPIES Series A Sub 01,RSN Part Number,4830-58323
HPIES,A,01,HPIES Series A Sub 01,Susceptible to Acoustic Interference,
HPIES,A,01,HPIES Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
HYDBB,A,01,HYDBB Series A Sub 01,2009 Baseline Price*,"$100,092.00"
HYDBB,A,01,HYDBB Series A Sub 01,2009 Deployed Instrument Count,6
HYDBB,A,01,HYDBB Series A Sub 01,Alternate Instrument Class Name,Broadband Acoustic Receiver (Hydrophone)
HYDBB,A,01,HYDBB Series A Sub 01,CE Spares,1
HYDBB,A,01,HYDBB Series A Sub 01,CGSN MREFC Spares,1
HYDBB,A,01,HYDBB Series A Sub 01,CGSN O&M Spares,
HYDBB,A,01,HYDBB Series A Sub 01,CGSN P/N,4320-64418-00001
HYDBB,A,01,HYDBB Series A Sub 01,ClassLongName,Hydrophone_BB_passive
HYDBB,A,01,HYDBB Series A Sub 01,Comments,
HYDBB,A,01,HYDBB Series A Sub 01,CP Spares,
HYDBB,A,01,HYDBB Series A Sub 01,Description,"Broadband (Passive) Acoustic Receiver in the water column to measure acoustic signal ofmarine mammals, fish, wind, and rain"
HYDBB,A,01,HYDBB Series A Sub 01,ECRs that changed the count,
HYDBB,A,01,HYDBB Series A Sub 01,Global Spares,
HYDBB,A,01,HYDBB Series A Sub 01,Instrument Configuration,
HYDBB,A,01,HYDBB Series A Sub 01,Link to the Specification,
HYDBB,A,01,HYDBB Series A Sub 01,Notes,
HYDBB,A,01,HYDBB Series A Sub 01,PrimaryScienceDiscipline,P
HYDBB,A,01,HYDBB Series A Sub 01,Produces Acoustic Interference,
HYDBB,A,01,HYDBB Series A Sub 01,Ready for 2013?,
HYDBB,A,01,HYDBB Series A Sub 01,RSN O&M Spares,1
HYDBB,A,01,HYDBB Series A Sub 01,RSN Part Number,4830-58324
HYDBB,A,01,HYDBB Series A Sub 01,Susceptible to Acoustic Interference,Yes
HYDBB,A,01,HYDBB Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
HYDLF,A,01,HYDLF Series A Sub 01,2009 Baseline Price*,
HYDLF,A,01,HYDLF Series A Sub 01,2009 Deployed Instrument Count,9
HYDLF,A,01,HYDLF Series A Sub 01,Alternate Instrument Class Name,Low Frequency Broadband Acoustic Receiver (Hydrophone) on Seafloor
HYDLF,A,01,HYDLF Series A Sub 01,CE Spares,
HYDLF,A,01,HYDLF Series A Sub 01,CGSN MREFC Spares,
HYDLF,A,01,HYDLF Series A Sub 01,CGSN O&M Spares,
HYDLF,A,01,HYDLF Series A Sub 01,CGSN P/N,
HYDLF,A,01,HYDLF Series A Sub 01,ClassLongName,Hydrophone_LF_passive
HYDLF,A,01,HYDLF Series A Sub 01,Comments,
HYDLF,A,01,HYDLF Series A Sub 01,CP Spares,
HYDLF,A,01,HYDLF Series A Sub 01,Description,"Broadband (Passive) Acoustic Receiver to measure acoustic signal of wind, rain, and seismic t-phases"
HYDLF,A,01,HYDLF Series A Sub 01,ECRs that changed the count,
HYDLF,A,01,HYDLF Series A Sub 01,Global Spares,
HYDLF,A,01,HYDLF Series A Sub 01,Instrument Configuration,
HYDLF,A,01,HYDLF Series A Sub 01,Link to the Specification,
HYDLF,A,01,HYDLF Series A Sub 01,Notes,
HYDLF,A,01,HYDLF Series A Sub 01,PrimaryScienceDiscipline,P
HYDLF,A,01,HYDLF Series A Sub 01,Produces Acoustic Interference,
HYDLF,A,01,HYDLF Series A Sub 01,Ready for 2013?,
HYDLF,A,01,HYDLF Series A Sub 01,RSN O&M Spares,1
HYDLF,A,01,HYDLF Series A Sub 01,RSN Part Number,4830-58693
HYDLF,A,01,HYDLF Series A Sub 01,Susceptible to Acoustic Interference,Yes
HYDLF,A,01,HYDLF Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
MASSP,A,01,MASSP Series A Sub 01,2009 Baseline Price*,
MASSP,A,01,MASSP Series A Sub 01,2009 Deployed Instrument Count,2
MASSP,A,01,MASSP Series A Sub 01,Alternate Instrument Class Name,Mass Spectrometer
MASSP,A,01,MASSP Series A Sub 01,CE Spares,
MASSP,A,01,MASSP Series A Sub 01,CGSN MREFC Spares,
MASSP,A,01,MASSP Series A Sub 01,CGSN O&M Spares,
MASSP,A,01,MASSP Series A Sub 01,CGSN P/N,
MASSP,A,01,MASSP Series A Sub 01,ClassLongName,mass_spectrometer
MASSP,A,01,MASSP Series A Sub 01,Comments,
MASSP,A,01,MASSP Series A Sub 01,CP Spares,
MASSP,A,01,MASSP Series A Sub 01,Description,Mass Spectrometer for dissolved gases in hydrothermal and seep fluids
MASSP,A,01,MASSP Series A Sub 01,ECRs that changed the count,
MASSP,A,01,MASSP Series A Sub 01,Global Spares,
MASSP,A,01,MASSP Series A Sub 01,Instrument Configuration,
MASSP,A,01,MASSP Series A Sub 01,Link to the Specification,
MASSP,A,01,MASSP Series A Sub 01,Notes,
MASSP,A,01,MASSP Series A Sub 01,PrimaryScienceDiscipline,C
MASSP,A,01,MASSP Series A Sub 01,Produces Acoustic Interference,
MASSP,A,01,MASSP Series A Sub 01,Ready for 2013?,Maybe.
MASSP,A,01,MASSP Series A Sub 01,RSN O&M Spares,1
MASSP,A,01,MASSP Series A Sub 01,RSN Part Number,4830-58325
MASSP,A,01,MASSP Series A Sub 01,Susceptible to Acoustic Interference,
MASSP,A,01,MASSP Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
METBK,A,01,METBK Series A Sub 01,2009 Baseline Price*,"$51,716.00"
METBK,A,01,METBK Series A Sub 01,2009 Deployed Instrument Count,18
METBK,A,01,METBK Series A Sub 01,Alternate Instrument Class Name,Bulk Meteorology Instrument Package
METBK,A,01,METBK Series A Sub 01,CE Spares,3
METBK,A,01,METBK Series A Sub 01,CGSN MREFC Spares,3
METBK,A,01,METBK Series A Sub 01,CGSN O&M Spares,4
METBK,A,01,METBK Series A Sub 01,CGSN P/N,3305-00003-00001
METBK,A,01,METBK Series A Sub 01,ClassLongName,Meteorology_bulk
METBK,A,01,METBK Series A Sub 01,Comments,Sole Source: Star Engineering
METBK,A,01,METBK Series A Sub 01,CP Spares,2
METBK,A,01,METBK Series A Sub 01,Description,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum"
METBK,A,01,METBK Series A Sub 01,ECRs that changed the count,1303-00794
METBK,A,01,METBK Series A Sub 01,Global Spares,2
METBK,A,01,METBK Series A Sub 01,Instrument Configuration,Star Engineering ASIMET
METBK,A,01,METBK Series A Sub 01,Link to the Specification,
METBK,A,01,METBK Series A Sub 01,Notes,
METBK,A,01,METBK Series A Sub 01,PrimaryScienceDiscipline,P
METBK,A,01,METBK Series A Sub 01,Produces Acoustic Interference,
METBK,A,01,METBK Series A Sub 01,Ready for 2013?,
METBK,A,01,METBK Series A Sub 01,RSN O&M Spares,
METBK,A,01,METBK Series A Sub 01,RSN Part Number,
METBK,A,01,METBK Series A Sub 01,Susceptible to Acoustic Interference,
METBK,A,01,METBK Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
NUTNR,A,01,NUTNR Series A Sub 01,2009 Baseline Price*,"$30,990.00"
NUTNR,A,01,NUTNR Series A Sub 01,2009 Deployed Instrument Count,22
NUTNR,A,01,NUTNR Series A Sub 01,Alternate Instrument Class Name,Nitrate
NUTNR,A,01,NUTNR Series A Sub 01,CE Spares,
NUTNR,A,01,NUTNR Series A Sub 01,CGSN MREFC Spares,
NUTNR,A,01,NUTNR Series A Sub 01,CGSN O&M Spares,
NUTNR,A,01,NUTNR Series A Sub 01,CGSN P/N,
NUTNR,A,01,NUTNR Series A Sub 01,ClassLongName,nutrient_Nitrate
NUTNR,A,01,NUTNR Series A Sub 01,Comments,
NUTNR,A,01,NUTNR Series A Sub 01,CP Spares,
NUTNR,A,01,NUTNR Series A Sub 01,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,A,01,NUTNR Series A Sub 01,ECRs that changed the count,ECR 1303-00511
NUTNR,A,01,NUTNR Series A Sub 01,Global Spares,
NUTNR,A,01,NUTNR Series A Sub 01,Instrument Configuration,[deep SUNA|http://www.satlantic.com/suna-deep]
NUTNR,A,01,NUTNR Series A Sub 01,Link to the Specification,
NUTNR,A,01,NUTNR Series A Sub 01,Notes,
NUTNR,A,01,NUTNR Series A Sub 01,PrimaryScienceDiscipline,C
NUTNR,A,01,NUTNR Series A Sub 01,Produces Acoustic Interference,
NUTNR,A,01,NUTNR Series A Sub 01,Ready for 2013?,
NUTNR,A,01,NUTNR Series A Sub 01,RSN O&M Spares,1
NUTNR,A,01,NUTNR Series A Sub 01,RSN Part Number,4830-68020
NUTNR,A,01,NUTNR Series A Sub 01,Susceptible to Acoustic Interference,
NUTNR,A,01,NUTNR Series A Sub 01,"Vendor CLIN, SubCLIN or Model #","NUYDO1 Deep SUNA, NUYD17 Copper Foul Guard"
NUTNR,B,01,NUTNR Series B Sub 01,2009 Baseline Price*,"$30,990.00"
NUTNR,B,01,NUTNR Series B Sub 01,2009 Deployed Instrument Count,22
NUTNR,B,01,NUTNR Series B Sub 01,Alternate Instrument Class Name,Nitrate
NUTNR,B,01,NUTNR Series B Sub 01,CE Spares,1
NUTNR,B,01,NUTNR Series B Sub 01,CGSN MREFC Spares,1
NUTNR,B,01,NUTNR Series B Sub 01,CGSN O&M Spares,1
NUTNR,B,01,NUTNR Series B Sub 01,CGSN P/N,1336-00014-00002
NUTNR,B,01,NUTNR Series B Sub 01,ClassLongName,nutrient_Nitrate
NUTNR,B,01,NUTNR Series B Sub 01,Comments,Battery in separate housing Biofouling uses SBE 5P pump
NUTNR,B,01,NUTNR Series B Sub 01,CP Spares,1
NUTNR,B,01,NUTNR Series B Sub 01,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,B,01,NUTNR Series B Sub 01,ECRs that changed the count,ECR 1303-00511
NUTNR,B,01,NUTNR Series B Sub 01,Global Spares,
NUTNR,B,01,NUTNR Series B Sub 01,Instrument Configuration,Satlantic ISUS (battery and biofouling options) MCBH connector (not standard pin-out)
NUTNR,B,01,NUTNR Series B Sub 01,Link to the Specification,
NUTNR,B,01,NUTNR Series B Sub 01,Notes,
NUTNR,B,01,NUTNR Series B Sub 01,PrimaryScienceDiscipline,C
NUTNR,B,01,NUTNR Series B Sub 01,Produces Acoustic Interference,
NUTNR,B,01,NUTNR Series B Sub 01,Ready for 2013?,
NUTNR,B,01,NUTNR Series B Sub 01,RSN O&M Spares,
NUTNR,B,01,NUTNR Series B Sub 01,RSN Part Number,
NUTNR,B,01,NUTNR Series B Sub 01,Susceptible to Acoustic Interference,
NUTNR,B,01,NUTNR Series B Sub 01,"Vendor CLIN, SubCLIN or Model #","NUYD02 ISUS, NUYD13 ISUS Flow Cell, NUYD15 Pump, NUYD10 Battery Pack, NUYD11 Battery Cable"
NUTNR,J,01,NUTNR Series J Sub 01,2009 Baseline Price*,"$30,990.00"
NUTNR,J,01,NUTNR Series J Sub 01,2009 Deployed Instrument Count,22
NUTNR,J,01,NUTNR Series J Sub 01,Alternate Instrument Class Name,Nitrate
NUTNR,J,01,NUTNR Series J Sub 01,CE Spares,
NUTNR,J,01,NUTNR Series J Sub 01,CGSN MREFC Spares,
NUTNR,J,01,NUTNR Series J Sub 01,CGSN O&M Spares,
NUTNR,J,01,NUTNR Series J Sub 01,CGSN P/N,
NUTNR,J,01,NUTNR Series J Sub 01,ClassLongName,nutrient_Nitrate
NUTNR,J,01,NUTNR Series J Sub 01,Comments,
NUTNR,J,01,NUTNR Series J Sub 01,CP Spares,
NUTNR,J,01,NUTNR Series J Sub 01,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,J,01,NUTNR Series J Sub 01,ECRs that changed the count,ECR 1303-00511
NUTNR,J,01,NUTNR Series J Sub 01,Global Spares,
NUTNR,J,01,NUTNR Series J Sub 01,Instrument Configuration,
NUTNR,J,01,NUTNR Series J Sub 01,Link to the Specification,
NUTNR,J,01,NUTNR Series J Sub 01,Notes,
NUTNR,J,01,NUTNR Series J Sub 01,PrimaryScienceDiscipline,C
NUTNR,J,01,NUTNR Series J Sub 01,Produces Acoustic Interference,
NUTNR,J,01,NUTNR Series J Sub 01,Ready for 2013?,
NUTNR,J,01,NUTNR Series J Sub 01,RSN O&M Spares,
NUTNR,J,01,NUTNR Series J Sub 01,RSN Part Number,
NUTNR,J,01,NUTNR Series J Sub 01,Susceptible to Acoustic Interference,
NUTNR,J,01,NUTNR Series J Sub 01,"Vendor CLIN, SubCLIN or Model #",
NUTNR,N,01,NUTNR Series N Sub 01,2009 Baseline Price*,"$30,990.00"
NUTNR,N,01,NUTNR Series N Sub 01,2009 Deployed Instrument Count,22
NUTNR,N,01,NUTNR Series N Sub 01,Alternate Instrument Class Name,Nitrate
NUTNR,N,01,NUTNR Series N Sub 01,CE Spares,
NUTNR,N,01,NUTNR Series N Sub 01,CGSN MREFC Spares,
NUTNR,N,01,NUTNR Series N Sub 01,CGSN O&M Spares,
NUTNR,N,01,NUTNR Series N Sub 01,CGSN P/N,1331-00014-00004
NUTNR,N,01,NUTNR Series N Sub 01,ClassLongName,nutrient_Nitrate
NUTNR,N,01,NUTNR Series N Sub 01,Comments,
NUTNR,N,01,NUTNR Series N Sub 01,CP Spares,
NUTNR,N,01,NUTNR Series N Sub 01,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,N,01,NUTNR Series N Sub 01,ECRs that changed the count,ECR 1303-00511
NUTNR,N,01,NUTNR Series N Sub 01,Global Spares,
NUTNR,N,01,NUTNR Series N Sub 01,Instrument Configuration,Satlantic SUNA
NUTNR,N,01,NUTNR Series N Sub 01,Link to the Specification,
NUTNR,N,01,NUTNR Series N Sub 01,Notes,
NUTNR,N,01,NUTNR Series N Sub 01,PrimaryScienceDiscipline,C
NUTNR,N,01,NUTNR Series N Sub 01,Produces Acoustic Interference,
NUTNR,N,01,NUTNR Series N Sub 01,Ready for 2013?,
NUTNR,N,01,NUTNR Series N Sub 01,RSN O&M Spares,
NUTNR,N,01,NUTNR Series N Sub 01,RSN Part Number,
NUTNR,N,01,NUTNR Series N Sub 01,Susceptible to Acoustic Interference,
NUTNR,N,01,NUTNR Series N Sub 01,"Vendor CLIN, SubCLIN or Model #",
NUTNR,O,01,NUTNR Series O Subseries 01,2009 Baseline Price*,"$30,990.00"
NUTNR,O,01,NUTNR Series O Subseries 01,2009 Deployed Instrument Count,22
NUTNR,O,01,NUTNR Series O Subseries 01,Alternate Instrument Class Name,Nitrate
NUTNR,O,01,NUTNR Series O Subseries 01,CE Spares,
NUTNR,O,01,NUTNR Series O Subseries 01,CGSN MREFC Spares,
NUTNR,O,01,NUTNR Series O Subseries 01,CGSN O&M Spares,
NUTNR,O,01,NUTNR Series O Subseries 01,CGSN P/N,
NUTNR,O,01,NUTNR Series O Subseries 01,ClassLongName,nutrient_Nitrate
NUTNR,O,01,NUTNR Series O Subseries 01,Comments,
NUTNR,O,01,NUTNR Series O Subseries 01,CP Spares,
NUTNR,O,01,NUTNR Series O Subseries 01,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,O,01,NUTNR Series O Subseries 01,ECRs that changed the count,ECR 1303-00511
NUTNR,O,01,NUTNR Series O Subseries 01,Global Spares,
NUTNR,O,01,NUTNR Series O Subseries 01,Instrument Configuration,
NUTNR,O,01,NUTNR Series O Subseries 01,Link to the Specification,
NUTNR,O,01,NUTNR Series O Subseries 01,Notes,
NUTNR,O,01,NUTNR Series O Subseries 01,PrimaryScienceDiscipline,C
NUTNR,O,01,NUTNR Series O Subseries 01,Produces Acoustic Interference,
NUTNR,O,01,NUTNR Series O Subseries 01,Ready for 2013?,
NUTNR,O,01,NUTNR Series O Subseries 01,RSN O&M Spares,
NUTNR,O,01,NUTNR Series O Subseries 01,RSN Part Number,
NUTNR,O,01,NUTNR Series O Subseries 01,Susceptible to Acoustic Interference,
NUTNR,O,01,NUTNR Series O Subseries 01,"Vendor CLIN, SubCLIN or Model #",
OBSBB,A,01,OBSBB Series A Sub 01,2009 Baseline Price*,
OBSBB,A,01,OBSBB Series A Sub 01,2009 Deployed Instrument Count,4
OBSBB,A,01,OBSBB Series A Sub 01,Alternate Instrument Class Name,Broadband Ocean Bottom Seismometer
OBSBB,A,01,OBSBB Series A Sub 01,CE Spares,
OBSBB,A,01,OBSBB Series A Sub 01,CGSN MREFC Spares,
OBSBB,A,01,OBSBB Series A Sub 01,CGSN O&M Spares,
OBSBB,A,01,OBSBB Series A Sub 01,CGSN P/N,
OBSBB,A,01,OBSBB Series A Sub 01,ClassLongName,Seismometer_BB_triaxial_accel
OBSBB,A,01,OBSBB Series A Sub 01,Comments,"Ocean Bottom Seismometer, includes broadband seismometer, strong motion, and LF hydrophone"
OBSBB,A,01,OBSBB Series A Sub 01,CP Spares,
OBSBB,A,01,OBSBB Series A Sub 01,Description,Measures global/regional seismic events and harmonic tremors
OBSBB,A,01,OBSBB Series A Sub 01,ECRs that changed the count,
OBSBB,A,01,OBSBB Series A Sub 01,Global Spares,
OBSBB,A,01,OBSBB Series A Sub 01,Instrument Configuration,CMG-3T w/ hydrophone
OBSBB,A,01,OBSBB Series A Sub 01,Link to the Specification,
OBSBB,A,01,OBSBB Series A Sub 01,Notes,
OBSBB,A,01,OBSBB Series A Sub 01,PrimaryScienceDiscipline,G
OBSBB,A,01,OBSBB Series A Sub 01,Produces Acoustic Interference,
OBSBB,A,01,OBSBB Series A Sub 01,Ready for 2013?,
OBSBB,A,01,OBSBB Series A Sub 01,RSN O&M Spares,1
OBSBB,A,01,OBSBB Series A Sub 01,RSN Part Number,4830-58328
OBSBB,A,01,OBSBB Series A Sub 01,Susceptible to Acoustic Interference,
OBSBB,A,01,OBSBB Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
OBSBK,A,01,OBSBK Series A Sub 01,2009 Baseline Price*,
OBSBK,A,01,OBSBK Series A Sub 01,2009 Deployed Instrument Count,
OBSBK,A,01,OBSBK Series A Sub 01,Alternate Instrument Class Name,Broadband Ocean Bottom Seismometer
OBSBK,A,01,OBSBK Series A Sub 01,CE Spares,
OBSBK,A,01,OBSBK Series A Sub 01,CGSN MREFC Spares,
OBSBK,A,01,OBSBK Series A Sub 01,CGSN O&M Spares,
OBSBK,A,01,OBSBK Series A Sub 01,CGSN P/N,
OBSBK,A,01,OBSBK Series A Sub 01,ClassLongName,Seismometer_BB_triaxial_keck
OBSBK,A,01,OBSBK Series A Sub 01,Comments,
OBSBK,A,01,OBSBK Series A Sub 01,CP Spares,
OBSBK,A,01,OBSBK Series A Sub 01,Description,Measures global/regional seismic events and harmonic tremors
OBSBK,A,01,OBSBK Series A Sub 01,ECRs that changed the count,
OBSBK,A,01,OBSBK Series A Sub 01,Global Spares,
OBSBK,A,01,OBSBK Series A Sub 01,Instrument Configuration,
OBSBK,A,01,OBSBK Series A Sub 01,Link to the Specification,
OBSBK,A,01,OBSBK Series A Sub 01,Notes,
OBSBK,A,01,OBSBK Series A Sub 01,PrimaryScienceDiscipline,G
OBSBK,A,01,OBSBK Series A Sub 01,Produces Acoustic Interference,
OBSBK,A,01,OBSBK Series A Sub 01,Ready for 2013?,
OBSBK,A,01,OBSBK Series A Sub 01,RSN O&M Spares,0
OBSBK,A,01,OBSBK Series A Sub 01,RSN Part Number,4830-58329
OBSBK,A,01,OBSBK Series A Sub 01,Susceptible to Acoustic Interference,
OBSBK,A,01,OBSBK Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
OBSSK,A,01,OBSSK Series A Sub 01,2009 Baseline Price*,
OBSSK,A,01,OBSSK Series A Sub 01,2009 Deployed Instrument Count,
OBSSK,A,01,OBSSK Series A Sub 01,Alternate Instrument Class Name,Short-Period Ocean Bottom Seismometer
OBSSK,A,01,OBSSK Series A Sub 01,CE Spares,
OBSSK,A,01,OBSSK Series A Sub 01,CGSN MREFC Spares,
OBSSK,A,01,OBSSK Series A Sub 01,CGSN O&M Spares,
OBSSK,A,01,OBSSK Series A Sub 01,CGSN P/N,
OBSSK,A,01,OBSSK Series A Sub 01,ClassLongName,Seismometer_shortperiod_keck
OBSSK,A,01,OBSSK Series A Sub 01,Comments,
OBSSK,A,01,OBSSK Series A Sub 01,CP Spares,
OBSSK,A,01,OBSSK Series A Sub 01,Description,Seismometer_shortperiod_keck
OBSSK,A,01,OBSSK Series A Sub 01,ECRs that changed the count,
OBSSK,A,01,OBSSK Series A Sub 01,Global Spares,
OBSSK,A,01,OBSSK Series A Sub 01,Instrument Configuration,
OBSSK,A,01,OBSSK Series A Sub 01,Link to the Specification,
OBSSK,A,01,OBSSK Series A Sub 01,Notes,
OBSSK,A,01,OBSSK Series A Sub 01,PrimaryScienceDiscipline,G
OBSSK,A,01,OBSSK Series A Sub 01,Produces Acoustic Interference,
OBSSK,A,01,OBSSK Series A Sub 01,Ready for 2013?,
OBSSK,A,01,OBSSK Series A Sub 01,RSN O&M Spares,0
OBSSK,A,01,OBSSK Series A Sub 01,RSN Part Number,4830-58330
OBSSK,A,01,OBSSK Series A Sub 01,Susceptible to Acoustic Interference,
OBSSK,A,01,OBSSK Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
OBSSP,A,01,OBSSP Series A Sub 01,2009 Baseline Price*,
OBSSP,A,01,OBSSP Series A Sub 01,2009 Deployed Instrument Count,9
OBSSP,A,01,OBSSP Series A Sub 01,Alternate Instrument Class Name,Short-Period Ocean Bottom Seismometer
OBSSP,A,01,OBSSP Series A Sub 01,CE Spares,
OBSSP,A,01,OBSSP Series A Sub 01,CGSN MREFC Spares,
OBSSP,A,01,OBSSP Series A Sub 01,CGSN O&M Spares,
OBSSP,A,01,OBSSP Series A Sub 01,CGSN P/N,
OBSSP,A,01,OBSSP Series A Sub 01,ClassLongName,Seismometer_shortperiod
OBSSP,A,01,OBSSP Series A Sub 01,Comments,
OBSSP,A,01,OBSSP Series A Sub 01,CP Spares,
OBSSP,A,01,OBSSP Series A Sub 01,Description,Measures regional/local seismic activity
OBSSP,A,01,OBSSP Series A Sub 01,ECRs that changed the count,
OBSSP,A,01,OBSSP Series A Sub 01,Global Spares,
OBSSP,A,01,OBSSP Series A Sub 01,Instrument Configuration,
OBSSP,A,01,OBSSP Series A Sub 01,Link to the Specification,
OBSSP,A,01,OBSSP Series A Sub 01,Notes,
OBSSP,A,01,OBSSP Series A Sub 01,PrimaryScienceDiscipline,G
OBSSP,A,01,OBSSP Series A Sub 01,Produces Acoustic Interference,
OBSSP,A,01,OBSSP Series A Sub 01,Ready for 2013?,
OBSSP,A,01,OBSSP Series A Sub 01,RSN O&M Spares,2
OBSSP,A,01,OBSSP Series A Sub 01,RSN Part Number,4830-58331
OBSSP,A,01,OBSSP Series A Sub 01,Susceptible to Acoustic Interference,
OBSSP,A,01,OBSSP Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
OPTAA,A,01,OPTAA Series A Sub 01,2009 Baseline Price*,"$17,500.00"
OPTAA,A,01,OPTAA Series A Sub 01,2009 Deployed Instrument Count,35
OPTAA,A,01,OPTAA Series A Sub 01,Alternate Instrument Class Name,Absorption Spectrophotometer
OPTAA,A,01,OPTAA Series A Sub 01,CE Spares,
OPTAA,A,01,OPTAA Series A Sub 01,CGSN MREFC Spares,
OPTAA,A,01,OPTAA Series A Sub 01,CGSN O&M Spares,
OPTAA,A,01,OPTAA Series A Sub 01,CGSN P/N,
OPTAA,A,01,OPTAA Series A Sub 01,ClassLongName,attenuation_absorption_optical
OPTAA,A,01,OPTAA Series A Sub 01,Comments,
OPTAA,A,01,OPTAA Series A Sub 01,CP Spares,
OPTAA,A,01,OPTAA Series A Sub 01,Description,Measures optical attenuation and absorption
OPTAA,A,01,OPTAA Series A Sub 01,ECRs that changed the count,
OPTAA,A,01,OPTAA Series A Sub 01,Global Spares,
OPTAA,A,01,OPTAA Series A Sub 01,Instrument Configuration,WET Labs AC-S
OPTAA,A,01,OPTAA Series A Sub 01,Link to the Specification,
OPTAA,A,01,OPTAA Series A Sub 01,Notes,
OPTAA,A,01,OPTAA Series A Sub 01,PrimaryScienceDiscipline,B
OPTAA,A,01,OPTAA Series A Sub 01,Produces Acoustic Interference,
OPTAA,A,01,OPTAA Series A Sub 01,Ready for 2013?,
OPTAA,A,01,OPTAA Series A Sub 01,RSN O&M Spares,1
OPTAA,A,01,OPTAA Series A Sub 01,RSN Part Number,4830-58332
OPTAA,A,01,OPTAA Series A Sub 01,Susceptible to Acoustic Interference,
OPTAA,A,01,OPTAA Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
OPTAA,B,01,OPTAA Series B Sub 01,2009 Baseline Price*,"$17,500.00"
OPTAA,B,01,OPTAA Series B Sub 01,2009 Deployed Instrument Count,35
OPTAA,B,01,OPTAA Series B Sub 01,Alternate Instrument Class Name,Absorption Spectrophotometer
OPTAA,B,01,OPTAA Series B Sub 01,CE Spares,
OPTAA,B,01,OPTAA Series B Sub 01,CGSN MREFC Spares,
OPTAA,B,01,OPTAA Series B Sub 01,CGSN O&M Spares,
OPTAA,B,01,OPTAA Series B Sub 01,CGSN P/N,
OPTAA,B,01,OPTAA Series B Sub 01,ClassLongName,attenuation_absorption_optical
OPTAA,B,01,OPTAA Series B Sub 01,Comments,
OPTAA,B,01,OPTAA Series B Sub 01,CP Spares,
